"","PLAYER_ID","SEASON_ID","LEAGUE_ID","TEAM_ID","TEAM_ABBREVIATION","PLAYER_AGE","GP","GS","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS"
"1","201586","2009-10","00","1610612760","OKC","20","73","0","1323","201","370","0.543","1","2","0.5","58","92","0.63","138","259","397","10","25","97","68","194","461"
"2","201586","2010-11","00","1610612760","OKC","21","82","44","2216","335","617","0.543","0","1","0","138","184","0.75","214","408","622","22","31","198","71","267","808"
"3","201586","2011-12","00","1610612760","OKC","22","66","66","1792","262","490","0.535","1","3","0.333","78","118","0.661","193","305","498","28","33","241","79","179","603"
"4","201586","2012-13","00","1610612760","OKC","23","80","80","2486","446","778","0.573","20","57","0.351","143","191","0.749","222","395","617","43","28","242","125","213","1055"
"5","201586","2013-14","00","1610612760","OKC","24","81","81","2666","524","978","0.536","23","60","0.383","156","199","0.784","224","485","709","85","39","219","123","233","1227"
"6","201586","2014-15","00","1610612760","OKC","25","64","64","2116","374","786","0.476","77","205","0.376","92","110","0.836","135","364","499","55","30","155","97","194","917"
"7","201586","2015-16","00","1610612760","OKC","26","78","78","2500","416","869","0.479","60","184","0.326","91","121","0.752","141","392","533","66","38","148","108","211","983"
