"","PLAYER_ID","SEASON_ID","LEAGUE_ID","TEAM_ID","TEAM_ABBREVIATION","PLAYER_AGE","GP","GS","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS"
"1","1626166","2015-16","00","1610612760","OKC","21","57","1","698","114","278","0.41","36","111","0.324","19","24","0.792","9","76","85","108","36","6","44","80","283"
